Assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Species	Genera	strain
GCF_000415025.1	PRJNA224116	SAMN02436905	ATIG00000000.1	na	1260364	1351	Enterococcus faecalis 20-SD-BW-06	strain=20-SD-BW-06	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41502v1	The Genome Institute	GCA_000415025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/025/GCF_000415025.1_ASM41502v1	NA	NA	faecalis	Enterococcus	20_SD_BW_06
GCF_000415045.1	PRJNA224116	SAMN02436906	ATIH00000000.1	na	1260363	1351	Enterococcus faecalis 02-MB-BW-10	strain=02-MB-BW-10	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41504v1	The Genome Institute	GCA_000415045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/045/GCF_000415045.1_ASM41504v1	NA	NA	faecalis	Enterococcus	02_MB_BW_10
GCF_000415065.1	PRJNA224116	SAMN02436841	ATII00000000.1	na	1260362	1351	Enterococcus faecalis D811610-10	strain=D811610-10	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41506v1	The Genome Institute	GCA_000415065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/065/GCF_000415065.1_ASM41506v1	NA	NA	faecalis	Enterococcus	D811610_10
GCF_000415085.1	PRJNA224116	SAMN02436833	ATIJ00000000.1	na	1260361	1351	Enterococcus faecalis B83616-1	strain=B83616-1	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41508v1	The Genome Institute	GCA_000415085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/085/GCF_000415085.1_ASM41508v1	NA	NA	faecalis	Enterococcus	B83616_1
GCF_000415105.1	PRJNA224116	SAMN02436834	ATIK00000000.1	na	1260360	1351	Enterococcus faecalis 06-MB-S-10	strain=06-MB-S-10	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41510v1	The Genome Institute	GCA_000415105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/105/GCF_000415105.1_ASM41510v1	NA	NA	faecalis	Enterococcus	06_MB_S_10
GCF_000415125.1	PRJNA224116	SAMN02436835	ATIL00000000.1	na	1260359	1351	Enterococcus faecalis 06-MB-S-04	strain=06-MB-S-04	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41512v1	The Genome Institute	GCA_000415125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/125/GCF_000415125.1_ASM41512v1	NA	NA	faecalis	Enterococcus	06_MB_S_04
GCF_000415165.1	PRJNA224116	SAMN02436775	ATIN00000000.1	na	1260357	1351	Enterococcus faecalis F01966	strain=F01966	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41516v1	The Genome Institute	GCA_000415165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/165/GCF_000415165.1_ASM41516v1	NA	NA	faecalis	Enterococcus	F01966
GCF_000415205.1	PRJNA224116	SAMN02436776	ATIP00000000.1	na	1260355	1351	Enterococcus faecalis 20-SD-BW-08	strain=20-SD-BW-08	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41520v1	The Genome Institute	GCA_000415205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/205/GCF_000415205.1_ASM41520v1	NA	NA	faecalis	Enterococcus	20_SD_BW_08
GCF_000415225.1	PRJNA224116	SAMN02436707	ATIQ00000000.1	na	1258582	1351	Enterococcus faecalis 20.SD.W.06	strain=20.SD.W.06	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41522v1	The Genome Institute	GCA_000415225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/225/GCF_000415225.1_ASM41522v1	NA	NA	faecalis	Enterococcus	20.SD.W.06
GCF_000415245.2	PRJNA224116	SAMN02436777	ATIR00000000.1	na	1244145	1351	Enterococcus faecalis RP2S-4	strain=RP2S-4	NA	latest	Scaffold	Minor	Full	26/6/2013	ASM41524v2	The Genome Institute	GCA_000415245.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/245/GCF_000415245.2_ASM41524v2	NA	NA	faecalis	Enterococcus	RP2S_4
GCF_000415325.2	PRJNA224116	SAMN02436708	ATIV00000000.1	na	1351	1351	Enterococcus faecalis	strain=SB2C-2	NA	latest	Scaffold	Minor	Full	26/6/2013	ASM41532v2	The Genome Institute	GCA_000415325.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/325/GCF_000415325.2_ASM41532v2	NA	NA	faecalis	Enterococcus	SB2C_2
GCF_000415385.2	PRJNA224116	SAMN02436839	ATIY00000000.1	na	1244144	1351	Enterococcus faecalis WKS-26-18-2	strain=WKS-26-18-2	NA	latest	Scaffold	Minor	Full	26/6/2013	ASM41538v2	The Genome Institute	GCA_000415385.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/385/GCF_000415385.2_ASM41538v2	NA	NA	faecalis	Enterococcus	WKS_26_18_2
GCF_000415405.1	PRJNA224116	SAMN02436908	ATIZ00000000.1	na	1244143	1351	Enterococcus faecalis VC1B-1	strain=VC1B-1	NA	latest	Scaffold	Major	Full	26/6/2013	ASM41540v1	The Genome Institute	GCA_000415405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/405/GCF_000415405.1_ASM41540v1	NA	NA	faecalis	Enterococcus	VC1B_1
GCF_000415425.2	PRJNA224116	SAMN02436709	ATJA00000000.1	na	1244142	1351	Enterococcus faecalis UP2S-6	strain=UP2S-6	NA	latest	Scaffold	Minor	Full	26/6/2013	ASM41542v2	The Genome Institute	GCA_000415425.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/425/GCF_000415425.2_ASM41542v2	NA	NA	faecalis	Enterococcus	UP2S_6
GCF_000415445.2	PRJNA224116	SAMN02436840	ATJB00000000.1	na	1244141	1351	Enterococcus faecalis SLO2C-1	strain=SLO2C-1	NA	latest	Scaffold	Minor	Full	26/6/2013	ASM41544v2	The Genome Institute	GCA_000415445.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/445/GCF_000415445.2_ASM41544v2	NA	NA	faecalis	Enterococcus	SLO2C_1
GCF_000415465.2	PRJNA224116	SAMN02436828	ATJC00000000.1	na	1244140	1351	Enterococcus faecalis LA3B-2	strain=LA3B-2	NA	latest	Scaffold	Minor	Full	26/6/2013	ASM41546v2	The Genome Institute	GCA_000415465.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/465/GCF_000415465.2_ASM41546v2	NA	NA	faecalis	Enterococcus	LA3B_2
GCF_000438765.1	PRJNA224116	SAMN02470829	ASWX00000000.1	na	1327994	1351	Enterococcus faecalis 10244	strain=10244	NA	latest	Contig	Major	Full	12/7/2013	ASM43876v1	Research Institute of Physical-Chemical Medicine	GCA_000438765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/765/GCF_000438765.1_ASM43876v1	NA	NA	faecalis	Enterococcus	10244
GCF_000739195.1	PRJNA224116	SAMN02947222	JPWN00000000.1	na	1351	1351	Enterococcus faecalis	strain=NGS-ED-1009	NA	latest	Contig	Major	Full	13/8/2014	ASM73919v1	Cork Institute of Technology	GCA_000739195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/195/GCF_000739195.1_ASM73919v1	NA	NA	faecalis	Enterococcus	NGS_ED_1009
GCF_000742975.1	PRJNA224116	SAMN02870637	NA	na	1201292	1351	Enterococcus faecalis ATCC 29212	strain=29212	NA	latest	Complete Genome	Major	Full	22/8/2014	ASM74297v1	Los Alamos National Laboratory	GCA_000742975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/975/GCF_000742975.1_ASM74297v1	NA	NA	faecalis	Enterococcus	29212
GCF_000763355.1	PRJNA224116	SAMN02950876	JPTY00000000.1	na	1351	1351	Enterococcus faecalis	strain=LRS29212	NA	latest	Contig	Major	Full	3/10/2014	ASM76335v1	The Affiliated Shenzhen Nanshan Hospital of Guangdong Medical College, Shenzhen, China;	GCA_000763355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/355/GCF_000763355.1_ASM76335v1	NA	NA	faecalis	Enterococcus	LRS29212
GCF_000763435.1	PRJNA224116	SAMN02950891	JPTZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=MA2	NA	latest	Contig	Major	Full	3/10/2014	ASM76343v1	The Affiliated Shenzhen Nanshan Hospital of Guangdong Medical College, Shenzhen, China;	GCA_000763435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/435/GCF_000763435.1_ASM76343v1	NA	NA	faecalis	Enterococcus	MA2
GCF_000763645.1	PRJNA224116	SAMN02996613	JQHD00000000.1	na	1351	1351	Enterococcus faecalis	strain=C10B	NA	latest	Contig	Major	Full	6/10/2014	ASM76364v1	Universiti of Malaya	GCA_000763645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/645/GCF_000763645.1_ASM76364v1	NA	NA	faecalis	Enterococcus	C10B
GCF_000772515.1	PRJNA224116	SAMN03142838	JSES00000000.1	na	1351	1351	Enterococcus faecalis	strain=ATCC 51299	NA	latest	Contig	Major	Full	5/11/2014	ASM77251v1	NCTR/US FDA	GCA_000772515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/515/GCF_000772515.1_ASM77251v1	NA	NA	faecalis	Enterococcus	ATCC_51299
GCF_000788155.1	PRJNA224116	SAMN03200202	JTKT00000000.1	na	1351	1351	Enterococcus faecalis	strain=12	NA	latest	Scaffold	Major	Full	2/12/2014	ASM78815v1	University of Copenhagen	GCA_000788155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/155/GCF_000788155.1_ASM78815v1	NA	NA	faecalis	Enterococcus	12
GCF_000788175.1	PRJNA224116	SAMN03200200	JTKS00000000.1	na	1351	1351	Enterococcus faecalis	strain=1	NA	latest	Scaffold	Major	Full	2/12/2014	ASM78817v1	University of Copenhagen	GCA_000788175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/175/GCF_000788175.1_ASM78817v1	NA	NA	faecalis	Enterococcus	1
GCF_000788185.1	PRJNA224116	SAMN03200203	JTKU00000000.1	na	1351	1351	Enterococcus faecalis	strain=17	NA	latest	Scaffold	Major	Full	2/12/2014	ASM78818v1	Enterococcus faecalis 17	GCA_000788185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/185/GCF_000788185.1_ASM78818v1	NA	NA	faecalis	Enterococcus	17
GCF_000788235.1	PRJNA224116	SAMN03200204	JTKV00000000.1	na	1351	1351	Enterococcus faecalis	strain=18	NA	latest	Scaffold	Major	Full	2/12/2014	ASM78823v1	University of Copenhagen	GCA_000788235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/235/GCF_000788235.1_ASM78823v1	NA	NA	faecalis	Enterococcus	18
GCF_000982595.1	PRJNA224116	SAMEA3158451	CAWH000000000.1	na	1320322	1351	Enterococcus faecalis JH2-2	strain=JH2-2	NA	latest	Contig	Major	Full	15/2/2015	JH2	INRA	GCA_000982595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/595/GCF_000982595.1_JH2	NA	NA	faecalis	Enterococcus	JH2_2
GCF_001052215.1	PRJNA224116	SAMN03197092	JWBU00000000.1	na	1351	1351	Enterococcus faecalis	strain=1138_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105221v1	University of Washington	GCA_001052215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/215/GCF_001052215.1_ASM105221v1	NA	NA	faecalis	Enterococcus	1138_EFLS
GCF_001052275.1	PRJNA224116	SAMN03197116	JWAW00000000.1	na	1351	1351	Enterococcus faecalis	strain=116_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105227v1	University of Washington	GCA_001052275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/275/GCF_001052275.1_ASM105227v1	NA	NA	faecalis	Enterococcus	116_EFLS
GCF_001052315.1	PRJNA224116	SAMN03197121	JWAR00000000.1	na	1351	1351	Enterococcus faecalis	strain=1164_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105231v1	University of Washington	GCA_001052315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/315/GCF_001052315.1_ASM105231v1	NA	NA	faecalis	Enterococcus	1164_EFLS
GCF_001053015.1	PRJNA224116	SAMN03197168	JVYW00000000.1	na	1351	1351	Enterococcus faecalis	strain=1206_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105301v1	University of Washington	GCA_001053015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/015/GCF_001053015.1_ASM105301v1	NA	NA	faecalis	Enterococcus	1206_EFLS
GCF_001053105.1	PRJNA224116	SAMN03197192	JVXY00000000.1	na	1351	1351	Enterococcus faecalis	strain=1228_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105310v1	University of Washington	GCA_001053105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/105/GCF_001053105.1_ASM105310v1	NA	NA	faecalis	Enterococcus	1228_EFLS
GCF_001053145.1	PRJNA224116	SAMN03197214	JVXC00000000.1	na	1351	1351	Enterococcus faecalis	strain=1248_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105314v1	University of Washington	GCA_001053145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/145/GCF_001053145.1_ASM105314v1	NA	NA	faecalis	Enterococcus	1248_EFLS
GCF_001053335.1	PRJNA224116	SAMN03197284	JVUK00000000.1	na	1351	1351	Enterococcus faecalis	strain=1308_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105333v1	University of Washington	GCA_001053335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/335/GCF_001053335.1_ASM105333v1	NA	NA	faecalis	Enterococcus	1308_EFLS
GCF_001053375.1	PRJNA224116	SAMN03197297	JVTX00000000.1	na	1351	1351	Enterococcus faecalis	strain=132_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105337v1	University of Washington	GCA_001053375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/375/GCF_001053375.1_ASM105337v1	NA	NA	faecalis	Enterococcus	132_EFLS
GCF_001053455.1	PRJNA224116	SAMN03197310	JVTK00000000.1	na	1351	1351	Enterococcus faecalis	strain=133_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105345v1	University of Washington	GCA_001053455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/455/GCF_001053455.1_ASM105345v1	NA	NA	faecalis	Enterococcus	133_EFLS
GCF_001053475.1	PRJNA224116	SAMN03197314	JVTG00000000.1	na	1351	1351	Enterococcus faecalis	strain=1333_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105347v1	University of Washington	GCA_001053475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/475/GCF_001053475.1_ASM105347v1	NA	NA	faecalis	Enterococcus	1333_EFLS
GCF_001053495.1	PRJNA224116	SAMN03197324	JVSW00000000.1	na	1351	1351	Enterococcus faecalis	strain=135_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105349v1	University of Washington	GCA_001053495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/495/GCF_001053495.1_ASM105349v1	NA	NA	faecalis	Enterococcus	135_EFLS
GCF_001053515.1	PRJNA224116	SAMN03197325	JVSV00000000.1	na	1351	1351	Enterococcus faecalis	strain=136_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105351v1	University of Washington	GCA_001053515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/515/GCF_001053515.1_ASM105351v1	NA	NA	faecalis	Enterococcus	136_EFLS
GCF_001054015.1	PRJNA224116	SAMN03197146	JVZS00000000.1	na	1351	1351	Enterococcus faecalis	strain=1187_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105401v1	University of Washington	GCA_001054015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/015/GCF_001054015.1_ASM105401v1	NA	NA	faecalis	Enterococcus	1187_EFLS
GCF_001054035.1	PRJNA224116	SAMN03197152	JVZM00000000.1	na	1351	1351	Enterococcus faecalis	strain=1192_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105403v1	University of Washington	GCA_001054035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/035/GCF_001054035.1_ASM105403v1	NA	NA	faecalis	Enterococcus	1192_EFLS
GCF_001054295.1	PRJNA224116	SAMN03197250	JVVS00000000.1	na	1351	1351	Enterococcus faecalis	strain=128_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105429v1	University of Washington	GCA_001054295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/295/GCF_001054295.1_ASM105429v1	NA	NA	faecalis	Enterococcus	128_EFLS
GCF_001054355.1	PRJNA224116	SAMN03197305	JVTP00000000.1	na	1351	1351	Enterococcus faecalis	strain=1325_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105435v1	University of Washington	GCA_001054355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/355/GCF_001054355.1_ASM105435v1	NA	NA	faecalis	Enterococcus	1325_EFLS
GCF_001054535.1	PRJNA224116	SAMN03197380	JVQS00000000.1	na	1351	1351	Enterococcus faecalis	strain=189_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105453v1	University of Washington	GCA_001054535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/535/GCF_001054535.1_ASM105453v1	NA	NA	faecalis	Enterococcus	189_EFLS
GCF_001054545.1	PRJNA224116	SAMN03197383	JVQP00000000.1	na	1351	1351	Enterococcus faecalis	strain=191_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105454v1	University of Washington	GCA_001054545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/545/GCF_001054545.1_ASM105454v1	NA	NA	faecalis	Enterococcus	191_EFLS
GCF_001054705.1	PRJNA224116	SAMN03197418	JVPG00000000.1	na	1351	1351	Enterococcus faecalis	strain=226_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105470v1	University of Washington	GCA_001054705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/705/GCF_001054705.1_ASM105470v1	NA	NA	faecalis	Enterococcus	226_EFLS
GCF_001054775.1	PRJNA224116	SAMN03197445	JVOF00000000.1	na	1351	1351	Enterococcus faecalis	strain=254_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105477v1	University of Washington	GCA_001054775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/775/GCF_001054775.1_ASM105477v1	NA	NA	faecalis	Enterococcus	254_EFLS
GCF_001054785.1	PRJNA224116	SAMN03197450	JVOA00000000.1	na	1351	1351	Enterococcus faecalis	strain=258.rep2_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105478v1	University of Washington	GCA_001054785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/785/GCF_001054785.1_ASM105478v1	NA	NA	faecalis	Enterococcus	258.rep2_EFLS
GCF_001054975.1	PRJNA224116	SAMN03197552	JVKC00000000.1	na	1351	1351	Enterococcus faecalis	strain=361_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105497v1	University of Washington	GCA_001054975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/975/GCF_001054975.1_ASM105497v1	NA	NA	faecalis	Enterococcus	361_EFLS
GCF_001055025.1	PRJNA224116	SAMN03197582	JVIY00000000.1	na	1351	1351	Enterococcus faecalis	strain=391_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105502v1	University of Washington	GCA_001055025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/025/GCF_001055025.1_ASM105502v1	NA	NA	faecalis	Enterococcus	391_EFLS
GCF_001055055.1	PRJNA224116	SAMN03197596	JVIK00000000.1	na	1351	1351	Enterococcus faecalis	strain=406_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105505v1	University of Washington	GCA_001055055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/055/GCF_001055055.1_ASM105505v1	NA	NA	faecalis	Enterococcus	406_EFLS
GCF_001055135.1	PRJNA224116	SAMN03197657	JVGB00000000.1	na	1351	1351	Enterococcus faecalis	strain=463_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105513v1	University of Washington	GCA_001055135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/135/GCF_001055135.1_ASM105513v1	NA	NA	faecalis	Enterococcus	463_EFLS
GCF_001055355.1	PRJNA224116	SAMN03197755	JVCH00000000.1	na	1351	1351	Enterococcus faecalis	strain=556_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105535v1	University of Washington	GCA_001055355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/355/GCF_001055355.1_ASM105535v1	NA	NA	faecalis	Enterococcus	556_EFLS
GCF_001055395.1	PRJNA224116	SAMN03197782	JVBG00000000.1	na	1351	1351	Enterococcus faecalis	strain=581_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105539v1	University of Washington	GCA_001055395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/395/GCF_001055395.1_ASM105539v1	NA	NA	faecalis	Enterococcus	581_EFLS
GCF_001055435.1	PRJNA224116	SAMN03197806	JVAI00000000.1	na	1351	1351	Enterococcus faecalis	strain=606_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105543v1	University of Washington	GCA_001055435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/435/GCF_001055435.1_ASM105543v1	NA	NA	faecalis	Enterococcus	606_EFLS
GCF_001055475.1	PRJNA224116	SAMN03197811	JVAD00000000.1	na	1351	1351	Enterococcus faecalis	strain=610_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105547v1	University of Washington	GCA_001055475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/475/GCF_001055475.1_ASM105547v1	NA	NA	faecalis	Enterococcus	610_EFLS
GCF_001055675.1	PRJNA224116	SAMN03197374	JVQY00000000.1	na	1351	1351	Enterococcus faecalis	strain=183_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105567v1	University of Washington	GCA_001055675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/675/GCF_001055675.1_ASM105567v1	NA	NA	faecalis	Enterococcus	183_EFLS
GCF_001055725.1	PRJNA224116	SAMN03197379	JVQT00000000.1	na	1351	1351	Enterococcus faecalis	strain=188_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105572v1	University of Washington	GCA_001055725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/725/GCF_001055725.1_ASM105572v1	NA	NA	faecalis	Enterococcus	188_EFLS
GCF_001055765.1	PRJNA224116	SAMN03197382	JVQQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=190_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105576v1	University of Washington	GCA_001055765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/765/GCF_001055765.1_ASM105576v1	NA	NA	faecalis	Enterococcus	190_EFLS
GCF_001055875.1	PRJNA224116	SAMN03197393	JVQF00000000.1	na	1351	1351	Enterococcus faecalis	strain=200_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105587v1	University of Washington	GCA_001055875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/875/GCF_001055875.1_ASM105587v1	NA	NA	faecalis	Enterococcus	200_EFLS
GCF_001055935.1	PRJNA224116	SAMN03197406	JVPS00000000.1	na	1351	1351	Enterococcus faecalis	strain=213_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105593v1	University of Washington	GCA_001055935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/935/GCF_001055935.1_ASM105593v1	NA	NA	faecalis	Enterococcus	213_EFLS
GCF_001055955.1	PRJNA224116	SAMN03197415	JVPJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=222_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105595v1	University of Washington	GCA_001055955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/955/GCF_001055955.1_ASM105595v1	NA	NA	faecalis	Enterococcus	222_EFLS
GCF_001056045.1	PRJNA224116	SAMN03197434	JVOQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=244_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105604v1	University of Washington	GCA_001056045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/045/GCF_001056045.1_ASM105604v1	NA	NA	faecalis	Enterococcus	244_EFLS
GCF_001056075.1	PRJNA224116	SAMN03197444	JVOG00000000.1	na	1351	1351	Enterococcus faecalis	strain=253_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105607v1	University of Washington	GCA_001056075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/075/GCF_001056075.1_ASM105607v1	NA	NA	faecalis	Enterococcus	253_EFLS
GCF_001056115.1	PRJNA224116	SAMN03197448	JVOC00000000.1	na	1351	1351	Enterococcus faecalis	strain=257_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105611v1	University of Washington	GCA_001056115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/115/GCF_001056115.1_ASM105611v1	NA	NA	faecalis	Enterococcus	257_EFLS
GCF_001056135.1	PRJNA224116	SAMN03197452	JVNY00000000.1	na	1351	1351	Enterococcus faecalis	strain=26_EFLS	NA	latest	Contig	Major	Full	10/7/2015	ASM105613v1	University of Washington	GCA_001056135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/135/GCF_001056135.1_ASM105613v1	NA	NA	faecalis	Enterococcus	26_EFLS
GCF_001056555.1	PRJNA224116	SAMN03197579	JVJB00000000.1	na	1351	1351	Enterococcus faecalis	strain=388_EFLS	NA	latest	Scaffold	Major	Full	10/7/2015	ASM105655v1	University of Washington	GCA_001056555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/555/GCF_001056555.1_ASM105655v1	NA	NA	faecalis	Enterococcus	388_EFLS
